"you (one) → him/her"	PV/ka+${lemma}+V+TA+Cnj+2Sg+3SgO	PV/ta+${lemma}+V+TA+Cnj+2Sg+3SgO
"you (one) → us"	PV/ka+${lemma}+V+TA+Cnj+2Sg+1PlO	PV/ta+${lemma}+V+TA+Cnj+2Sg+1PlO
"you (one) → them"	PV/ka+${lemma}+V+TA+Cnj+2Sg+3PlO	PV/ta+${lemma}+V+TA+Cnj+2Sg+3PlO
"you (one) → him/her/them (further)"	PV/ka+${lemma}+V+TA+Cnj+2Sg+4Sg/PlO	PV/ta+${lemma}+V+TA+Cnj+2Sg+4Sg/PlO
		
	: "ka- word"	: "ta- word"
"we → you (one)"	PV/ka+${lemma}+V+TA+Cnj+1Pl+2SgO	PV/ta+${lemma}+V+TA+Cnj+1Pl+2SgO
"we → him/her"	PV/ka+${lemma}+V+TA+Cnj+1Pl+3SgO	PV/ta+${lemma}+V+TA+Cnj+1Pl+3SgO
"we → you (all)"	PV/ka+${lemma}+V+TA+Cnj+1Pl+2PlO	PV/ta+${lemma}+V+TA+Cnj+1Pl+2PlO
"we → them"	PV/ka+${lemma}+V+TA+Cnj+1Pl+3PlO	PV/ta+${lemma}+V+TA+Cnj+1Pl+3PlO
"we → him/her/them (further)"	PV/ka+${lemma}+V+TA+Cnj+1Pl+4Sg/PlO	PV/ta+${lemma}+V+TA+Cnj+1Pl+4Sg/PlO
		
	: "ka- word"	: "ta- word"
"you and we → him/her"	PV/ka+${lemma}+V+TA+Cnj+12Pl+3SgO	PV/ta+${lemma}+V+TA+Cnj+12Pl+3SgO
"you and we → them"	PV/ka+${lemma}+V+TA+Cnj+12Pl+3PlO	PV/ta+${lemma}+V+TA+Cnj+12Pl+3PlO
"you and we → him/her/them (further)"	PV/ka+${lemma}+V+TA+Cnj+12Pl+4Sg/PlO	PV/ta+${lemma}+V+TA+Cnj+12Pl+4Sg/PlO
		
	: "ka- word"	: "ta- word"
"you (all) → me"	PV/ka+${lemma}+V+TA+Cnj+2Pl+1SgO	PV/ta+${lemma}+V+TA+Cnj+2Pl+1SgO
"you (all) → him/her"	PV/ka+${lemma}+V+TA+Cnj+2Pl+3SgO	PV/ta+${lemma}+V+TA+Cnj+2Pl+3SgO
"you (all) → us"	PV/ka+${lemma}+V+TA+Cnj+2Pl+1PlO	PV/ta+${lemma}+V+TA+Cnj+2Pl+1PlO
"you (all) → them"	PV/ka+${lemma}+V+TA+Cnj+2Pl+3PlO	PV/ta+${lemma}+V+TA+Cnj+2Pl+3PlO
"you (all) → him/her/them (further)"	PV/ka+${lemma}+V+TA+Cnj+2Pl+4Sg/PlO	PV/ta+${lemma}+V+TA+Cnj+2Pl+4Sg/PlO
		
	: "ka- word"	: "ta- word"
"s/he → me"	PV/ka+${lemma}+V+TA+Cnj+3Sg+1SgO	PV/ta+${lemma}+V+TA+Cnj+3Sg+1SgO
"s/he → you (one)"	PV/ka+${lemma}+V+TA+Cnj+3Sg+2SgO	PV/ta+${lemma}+V+TA+Cnj+3Sg+2SgO
"s/he → us"	PV/ka+${lemma}+V+TA+Cnj+3Sg+1PlO	PV/ta+${lemma}+V+TA+Cnj+3Sg+1PlO
"s/he → you and us"	PV/ka+${lemma}+V+TA+Cnj+3Sg+12PlO	PV/ta+${lemma}+V+TA+Cnj+3Sg+12PlO
"s/he → you (all)"	PV/ka+${lemma}+V+TA+Cnj+3Sg+2PlO	PV/ta+${lemma}+V+TA+Cnj+3Sg+2PlO
"s/he → him/her/them (further)"	PV/ka+${lemma}+V+TA+Cnj+3Sg+4Sg/PlO	PV/ta+${lemma}+V+TA+Cnj+3Sg+4Sg/PlO
		
	: "ka- word"	: "ta- word"
"they → me"	PV/ka+${lemma}+V+TA+Cnj+3Pl+1SgO	PV/ta+${lemma}+V+TA+Cnj+3Pl+1SgO
"they → you (one)"	PV/ka+${lemma}+V+TA+Cnj+3Pl+2SgO	PV/ta+${lemma}+V+TA+Cnj+3Pl+2SgO
"they → us"	PV/ka+${lemma}+V+TA+Cnj+3Pl+1PlO	PV/ta+${lemma}+V+TA+Cnj+3Pl+1PlO
"they → you and us"	PV/ka+${lemma}+V+TA+Cnj+3Pl+12PlO	PV/ta+${lemma}+V+TA+Cnj+3Pl+12PlO
"they → him/her/them (further)"	PV/ka+${lemma}+V+TA+Cnj+3Pl+4Sg/PlO	PV/ta+${lemma}+V+TA+Cnj+3Pl+4Sg/PlO
		
	: "ka- word"	: "ta- word"
"s/he/they (further) → me"	PV/ka+${lemma}+V+TA+Cnj+4Sg/Pl+1SgO	PV/ta+${lemma}+V+TA+Cnj+4Sg/Pl+1SgO
"s/he/they (further) → you (one)"	PV/ka+${lemma}+V+TA+Cnj+4Sg/Pl+2SgO	PV/ta+${lemma}+V+TA+Cnj+4Sg/Pl+2SgO
"s/he/they (further) → us"	PV/ka+${lemma}+V+TA+Cnj+4Sg/Pl+1PlO	PV/ta+${lemma}+V+TA+Cnj+4Sg/Pl+1PlO
"s/he/they (further) → you and us"	PV/ka+${lemma}+V+TA+Cnj+4Sg/Pl+12PlO	PV/ta+${lemma}+V+TA+Cnj+4Sg/Pl+12PlO
"s/he/they (further) → you (all)"	PV/ka+${lemma}+V+TA+Cnj+4Sg/Pl+2PlO	PV/ta+${lemma}+V+TA+Cnj+4Sg/Pl+2PlO
		
	: "ka- word"	: "ta- word"
"s/he/they (further) → him/her/them (furthest)"	PV/ka+${lemma}+V+TA+Cnj+4Sg/Pl+5Sg/PlO	PV/ta+${lemma}+V+TA+Cnj+4Sg/Pl+5Sg/PlO
"s/he/they (further) → him/her"	PV/ka+${lemma}+V+TA+Cnj+4Sg/Pl+3SgO	PV/ta+${lemma}+V+TA+Cnj+4Sg/Pl+3SgO
"s/he/they (further) → them"	PV/ka+${lemma}+V+TA+Cnj+4Sg/Pl+3PlO	PV/ta+${lemma}+V+TA+Cnj+4Sg/Pl+3PlO
		
	: "ka- word"	: "ta- word"
"s/he/they (furthest) → him/her/them (further)"	PV/ka+${lemma}+V+TA+Cnj+5Sg/Pl+4Sg/PlO	PV/ta+${lemma}+V+TA+Cnj+5Sg/Pl+4Sg/PlO
		
		
	"When something happens"	
"I → you (one)"	${lemma}+V+TA+Fut+Cond+1Sg+2SgO	
"I → you (all)"	${lemma}+V+TA+Fut+Cond+1Sg+2PlO	
"I → him/her"	${lemma}+V+TA+Fut+Cond+1Sg+3SgO	
"I → them"	${lemma}+V+TA+Fut+Cond+1Sg+3PlO	
"I → him/her/them (further)"	${lemma}+V+TA+Fut+Cond+1Sg+4Sg/PlO	
		
"you (one) → me"	${lemma}+V+TA+Fut+Cond+2Sg+1SgO	
"you (one) → him/her"	${lemma}+V+TA+Fut+Cond+2Sg+3SgO	
"you (one) → us"	${lemma}+V+TA+Fut+Cond+2Sg+1PlO	
"you (one) → them"	${lemma}+V+TA+Fut+Cond+2Sg+3PlO	
"you (one) → him/her/them (further)"	${lemma}+V+TA+Fut+Cond+2Sg+4Sg/PlO	
		
"we → you (one)"	${lemma}+V+TA+Fut+Cond+1Pl+2SgO	
"we → him/her"	${lemma}+V+TA+Fut+Cond+1Pl+3SgO	
"we → you (all)"	${lemma}+V+TA+Fut+Cond+1Pl+2PlO	
"we → them"	${lemma}+V+TA+Fut+Cond+1Pl+3PlO	
"we → him/her/them (further)"	${lemma}+V+TA+Fut+Cond+1Pl+4Sg/PlO	
		
"you and we → him/her"	${lemma}+V+TA+Fut+Cond+12Pl+3SgO	
"you and we → them"	${lemma}+V+TA+Fut+Cond+12Pl+3PlO	
"you and we → him/her/them (further)"	${lemma}+V+TA+Fut+Cond+12Pl+4Sg/PlO	
		
"you (all) → me"	${lemma}+V+TA+Fut+Cond+2Pl+1SgO	
"you (all) → him/her"	${lemma}+V+TA+Fut+Cond+2Pl+3SgO	
"you (all) → us"	${lemma}+V+TA+Fut+Cond+2Pl+1PlO	
"you (all) → them"	${lemma}+V+TA+Fut+Cond+2Pl+3PlO	
"you (all) → him/her/them (further)"	${lemma}+V+TA+Fut+Cond+2Pl+4Sg/PlO	
		
"s/he → me"	${lemma}+V+TA+Fut+Cond+3Sg+1SgO	
"s/he → you (one)"	${lemma}+V+TA+Fut+Cond+3Sg+2SgO	
"s/he → us"	${lemma}+V+TA+Fut+Cond+3Sg+1PlO	
"s/he → you and us"	${lemma}+V+TA+Fut+Cond+3Sg+12PlO	
"s/he → you (all)"	${lemma}+V+TA+Fut+Cond+3Sg+2PlO	
"s/he → him/her/them (further)"	${lemma}+V+TA+Fut+Cond+3Sg+4Sg/PlO	
"s/he → him/her/them (furthest)"	${lemma}+V+TA+Fut+Cond+3Sg+5Sg/PlO	
		
"they → me"	${lemma}+V+TA+Fut+Cond+3Pl+1SgO	
"they → you (one)"	${lemma}+V+TA+Fut+Cond+3Pl+2SgO	
"they → us"	${lemma}+V+TA+Fut+Cond+3Pl+1PlO	
"they → you and us"	${lemma}+V+TA+Fut+Cond+3Pl+12PlO	
"they → you (all)"	${lemma}+V+TA+Fut+Cond+3Pl+2PlO	
"they → him/her/them (further)"	${lemma}+V+TA+Fut+Cond+3Pl+4Sg/PlO	
"they → him/her/them (furthest)"	${lemma}+V+TA+Fut+Cond+3Pl+5Sg/PlO	
		
"s/he/they (further) → me"	${lemma}+V+TA+Fut+Cond+4Sg/Pl+1SgO	
"s/he/they (further) → you (one)"	${lemma}+V+TA+Fut+Cond+4Sg/Pl+2SgO	
"s/he/they (further) → us"	${lemma}+V+TA+Fut+Cond+4Sg/Pl+1PlO	
"s/he/they (further) → you and us"	${lemma}+V+TA+Fut+Cond+4Sg/Pl+12PlO	
"s/he/they (further) → you (all)"	${lemma}+V+TA+Fut+Cond+4Sg/Pl+2PlO	
		
"s/he/they (further) → him/her"	${lemma}+V+TA+Fut+Cond+4Sg/Pl+3SgO	
"s/he/they (further) → them"	${lemma}+V+TA+Fut+Cond+4Sg/Pl+3PlO	
"s/he/they (further) → him/her/them (furthest)"	${lemma}+V+TA+Fut+Cond+4Sg/Pl+5Sg/PlO	
		
"s/he/they (furthest) → him/her/them (further)"	${lemma}+V+TA+Fut+Cond+5Sg/Pl+4Sg/PlO	
		
		
	"Command/Request"	
	: "Right now"	: "Later on"
"you (one) → me"	${lemma}+V+TA+Imp+Imm+2Sg+1SgO	${lemma}+V+TA+Imp+Del+2Sg+1SgO
"you (one) → us"	${lemma}+V+TA+Imp+Imm+2Sg+1PlO	${lemma}+V+TA+Imp+Del+2Sg+1PlO
"you (one) → him/her"	${lemma}+V+TA+Imp+Imm+2Sg+3SgO	${lemma}+V+TA+Imp+Del+2Sg+3SgO
"you (one) → them"	${lemma}+V+TA+Imp+Imm+2Sg+3PlO	${lemma}+V+TA+Imp+Del+2Sg+3PlO
		
"you and we → him/her"	${lemma}+V+TA+Imp+Imm+12Pl+3SgO	${lemma}+V+TA+Imp+Del+12Pl+3SgO
"you and we → them"	${lemma}+V+TA+Imp+Imm+12Pl+3PlO	${lemma}+V+TA+Imp+Del+12Pl+3PlO
		
"you (all) → me"	${lemma}+V+TA+Imp+Imm+2Pl+1SgO	${lemma}+V+TA+Imp+Del+2Pl+1SgO
"you (all) → us"	${lemma}+V+TA+Imp+Imm+2Pl+1PlO	${lemma}+V+TA+Imp+Del+2Pl+1PlO
"you (all) → him/her"	${lemma}+V+TA+Imp+Imm+2Pl+3SgO	${lemma}+V+TA+Imp+Del+2Pl+3SgO
"you (all) → them"	${lemma}+V+TA+Imp+Imm+2Pl+3PlO	${lemma}+V+TA+Imp+Del+2Pl+3PlO
